"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"241","7","Tito Ortiz","Win","Guy Mezger","Method TKO (Punches)","1","9:56",1999-03-05
"242","6","Gary Goodridgewin","Win","Andre Robertsloss","TKO (Submission to Punch)John McCarthy","1","0:43",1999-03-05
"243","5","Jeremy Hornwin","Win","Chuck Liddellloss","Technical Submission (Arm-Triangle Choke)John McCarthy","1","12:00",1999-03-05
"244","4","Kevin Randlemanwin","Win","Maurice Smithloss","Decision (Unanimous)John McCarthy","1","15:00",1999-03-05
"245","3","Evan Tannerwin","Win","Valeri Ignatovloss","TKO (Elbows)John McCarthy","1","2:58",1999-03-05
"246","2","Pete Williamswin","Win","Jason Godseyloss","Submission (Kneebar)John McCarthy","1","1:46",1999-03-05
"247","1","Sione Latuwin","Win","Joey Robertsloss","TKO (Cut)N/A","1","N/A",1999-03-05
"248","7","Bas Rutten","Win","Kevin Randleman","Method Decision (Split)","1","21:00",1999-05-07
"249","6","Pedro Rizzowin","Win","Tra Telligmanloss","KO (Punch)John McCarthy","1","4:30",1999-05-07
"250","5","Pete Williamswin","Win","Travis Fultonloss","Submission (Armlock)John McCarthy","1","6:28",1999-05-07
"251","4","Wanderlei Silvawin","Win","Tony Petarraloss","KO (Knee)John McCarthy","1","2:53",1999-05-07
"252","3","Marcelo Mellowin","Win","Dave Robertsloss","TKO (Punches)John McCarthy","1","1:23",1999-05-07
"253","2","LaVerne Clarkwin","Win","Fabiano Ihaloss","TKO (Doctor Stoppage)John McCarthy","1","1:31",1999-05-07
"254","1","Ron Watermanwin","Win","Chris Condoloss","TKO (Punches)John McCarthy","1","0:28",1999-05-07
"255","8","Maurice Smith","Win","Marco Ruas","Method TKO (Corner Stoppage)","1","5:00",1999-07-16
"256","7","Pat Miletichwin","Win","Andre Pederneirasloss","TKO (Doctor Stoppage)John McCarthy","2","2:20",1999-07-16
"257","6","Jeremy Hornwin","Win","Daiju Takaseloss","TKO (Punches)John McCarthy","1","4:41",1999-07-16
"258","5","Paul Joneswin","Win","Flavio Luiz Mouraloss","Submission (Rear-Naked Choke)John McCarthy","1","4:20",1999-07-16
"259","4","Tsuyoshi Kosakawin","Win","Tim Lajcikloss","TKO (Corner Stoppage)John McCarthy","2","5:00",1999-07-16
"260","3","Eugene Jacksonwin","Win","Royce Algerloss","KO (Punch)John McCarthy","2","1:19",1999-07-16
"261","2","Andre Robertswin","Win","Ron Watermanloss","KO (Punch)John McCarthy","1","2:51",1999-07-16
"262","1","Travis Fultonwin","Win","David Doddloss","Decision (Unanimous)John McCarthy","2","5:00",1999-07-16
"263","8","Frank Shamrock","Win","Tito Ortiz","Method TKO (Submission to Punches)","4","4:42",1999-09-24
"264","7","Tim Lajcikdraw","Win","Ron Watermandraw","DrawJohn McCarthy","3","5:00",1999-09-24
"265","6","Jeremy Hornwin","Win","Jason Godseyloss","Submission (Armbar)John McCarthy","1","2:08",1999-09-24
"266","5","Brad Kohlerwin","Win","Steve Judsonloss","KO (Punch)John McCarthy","1","0:30",1999-09-24
"267","4","Chuck Liddellwin","Win","Paul Jonesloss","TKO (Punches)John McCarthy","1","3:53",1999-09-24
"268","3","Matt Hugheswin","Win","Valeri Ignatovloss","Decision (Unanimous)John McCarthy","3","5:00",1999-09-24
"269","2","John Lewiswin","Win","Lowell Andersonloss","TKO (Corner Stoppage)John McCarthy","3","0:13",1999-09-24
"270","1","Jens Pulverdraw","Win","Alfonso Alcarezdraw","DrawJohn McCarthy","2","5:00",1999-09-24
"271","7","Kevin Randleman","Win","Pete Williams","Method Decision","5","5:00",1999-11-19
"272","6","Pedro Rizzowin","Win","Tsuyoshi Kosakaloss","TKO (Punches)John McCarthy","3","1:12",1999-11-19
"273","5","Kenichi Yamamotowin","Win","Katsuhisa Fujiiloss","Submission (Kneebar)John McCarthy","1","4:15",1999-11-19
"274","4","Joe Slickwin","Win","Jason DeLucialoss","TKO (Injury)John McCarthy","1","1:12",1999-11-19
"275","3","Eugene Jacksonwin","Win","Keiichiro Yamamiyaloss","KO (Punch)John McCarthy","3","3:12",1999-11-19
"276","2","Kenichi Yamamotowin","Win","Daiju Takaseloss","Decision (Unanimous)John McCarthy","3","5:00",1999-11-19
"277","1","Katsuhisa Fujiiwin","Win","Masutatsu Yanoloss","TKO (Punches)John McCarthy","2","3:12",1999-11-19
"278","7","Tedd Williams","Win","Steve Judson","Method TKO (Punches)","1","3:23",2000-03-10
"279","6","Lance Gibsonwin","Win","Jermaine Andreloss","KO (Knee)John McCarthy","3","3:35",2000-03-10
"280","5","Dave Mennewin","Win","Fabiano Ihaloss","Decision (Unanimous)John McCarthy","3","5:00",2000-03-10
"281","4","Bob Cookwin","Win","Tiki Ghosnloss","Submission (Rear-Naked Choke)John McCarthy","2","1:29",2000-03-10
"282","3","Jens Pulverwin","Win","David Velasquezloss","TKO (Punches)John McCarthy","2","2:41",2000-03-10
"283","2","Scott Adamswin","Win","Ian Freemanloss","Submission (Heel Hook)John McCarthy","1","3:09",2000-03-10
"284","1","Shonie Carterwin","Win","Brad Gummloss","Decision (Unanimous)John McCarthy","2","5:00",2000-03-10
"285","6","Tito Ortiz","Win","Wanderlei Silva","Method Decision (Unanimous)","5","5:00",2000-04-14
"286","5","Murilo Bustamantewin","Win","Yoji Anjoloss","Submission (Arm-Triangle Choke)John McCarthy","2","0:31",2000-04-14
"287","4","Sanae Kikutawin","Win","Eugene Jacksonloss","Submission (Armbar)John McCarthy","1","4:38",2000-04-14
"288","3","Ron Watermanwin","Win","Satoshi Honmaloss","Decision (Unanimous)John McCarthy","3","5:00",2000-04-14
"289","2","Ikuhisa Minowawin","Win","Joe Slickloss","TKO (Cut)John McCarthy","3","2:02",2000-04-14
"290","1","LaVerne Clarkwin","Win","Koji Oishiloss","Decision (Majority)John McCarthy","3","5:00",2000-04-14
"291","8","Kevin Randleman","Win","Pedro Rizzo","Method Decision (Unanimous)","5","5:00",2000-06-09
"292","7","Tyrone Robertswin","Win","David Doddloss","Decision (Unanimous)John McCarthy","3","5:00",2000-06-09
"293","6","Pat Miletichwin","Win","John Alessioloss","Submission (Armbar)John McCarthy","2","1:43",2000-06-09
"294","5","Amaury Bitettiwin","Win","Alex Andradeloss","Disqualification (Illegal Kicks)John McCarthy","2","0:43",2000-06-09
"295","4","Matt Hugheswin","Win","Marcelo Aguiarloss","TKO (Doctor Stoppage)John McCarthy","1","4:34",2000-06-09
"296","3","Jens Pulverwin","Win","Joao Roqueloss","Decision (Unanimous)John McCarthy","3","5:00",2000-06-09
"297","2","Ian Freemanwin","Win","Nate Schroederloss","TKO (Submission to Punches)John McCarthy","2","2:13",2000-06-09
"298","1","Shonie Carterwin","Win","Adrian Serranoloss","Decision (Unanimous)John McCarthy","2","5:00",2000-06-09
"299","8","Pedro Rizzo","Win","Dan Severn","Method TKO (Submission to Punches)","1","1:33",2000-09-22
"300","7","Maurice Smithwin","Win","Bobby Hoffmanloss","Decision (Majority)John McCarthy","3","5:00",2000-09-22
"301","6","Jeremy Hornwin","Win","Eugene Jacksonloss","Submission (Armbar)John McCarthy","1","4:32",2000-09-22
"302","5","Fabiano Ihawin","Win","LaVerne Clarkloss","Submission (Armbar)John McCarthy","1","1:10",2000-09-22
"303","4","Yuki Kondowin","Win","Alexandre Dantasloss","TKO (Punches)John McCarthy","3","2:28",2000-09-22
"304","3","Ian Freemanwin","Win","Tedd Williamsloss","Decision (Unanimous)John McCarthy","3","5:00",2000-09-22
"305","2","Jeff Monsonwin","Win","Tim Lajcikloss","Decision (Unanimous)John McCarthy","2","5:00",2000-09-22
"306","1","Brad Gummdraw","Win","CJ Fernandesdraw","DrawN/A","2","5:00",2000-09-22
"307","7","Randy Couture","Win","Kevin Randleman","Method TKO (Strikes)","3","4:13",2000-11-17
"308","6","Renato Sobralwin","Win","Maurice Smithloss","Decision (Unanimous)John McCarthy","3","5:00",2000-11-17
"309","5","Josh Barnettwin","Win","Gan McGeeloss","TKO (Punches)John McCarthy","2","4:34",2000-11-17
"310","4","Andrei Arlovskiwin","Win","Aaron Brinkloss","Submission (Armbar)John McCarthy","1","0:55",2000-11-17
"311","3","Jens Pulverwin","Win","John Lewisloss","KO (Punch)John McCarthy","1","0:15",2000-11-17
"312","2","Mark Hugheswin","Win","Alex Stieblingloss","Decision (Unanimous)John McCarthy","2","5:00",2000-11-17
"313","1","Ben Earwoodwin","Win","Chris Lytleloss","Decision (Unanimous)John McCarthy","2","5:00",2000-11-17
"314","7","Tito Ortiz","Win","Yuki Kondo","Method Submission (Neck Crank)","1","1:52",2000-12-16
"315","6","Pat Miletichwin","Win","Kenichi Yamamotoloss","Submission (Guillotine Choke)John McCarthy","2","1:58",2000-12-16
"316","5","Matt Lindlandwin","Win","Yoji Anjoloss","TKO (Punches)John McCarthy","1","2:58",2000-12-16
"317","4","Fabiano Ihawin","Win","Daiju Takaseloss","TKO (Strikes)John McCarthy","1","2:24",2000-12-16
"318","3","Evan Tannerwin","Win","Lance Gibsonloss","TKO (Punches and Elbows)John McCarthy","1","4:48",2000-12-16
"319","2","Dennis Hallmanwin","Win","Matt Hughesloss","Submission (Armbar)John McCarthy","1","0:20",2000-12-16
"320","1","Chuck Liddellwin","Win","Jeff Monsonloss","Decision (Unanimous)John McCarthy","3","5:00",2000-12-16
"321","8","Tito Ortiz","Win","Evan Tanner","Method KO (Slam)","1","0:32",2001-02-23
"322","7","Jens Pulverwin","Win","Caol Unoloss","Decision (Unanimous)John McCarthy","5","5:00",2001-02-23
"323","6","Fabiano Ihawin","Win","Phil Johnsloss","Submission (Armbar)John McCarthy","1","2:05",2001-02-23
"324","5","Elvis Sinosicwin","Win","Jeremy Hornloss","Submission (Triangle Armbar)John McCarthy","1","2:59",2001-02-23
"325","4","Pedro Rizzowin","Win","Josh Barnettloss","KO (Punch)John McCarthy","2","4:21",2001-02-23
"326","3","Bobby HoffmanNC","Win","Mark RobinsonNC","No Contest (Hoffman Failed Drug Test)John McCarthy","1","3:27",2001-02-23
"327","2","Phil Baroniwin","Win","Curtis Stoutloss","Decision (Unanimous)John McCarthy","2","5:00",2001-02-23
"328","1","Sean Sherkwin","Win","Tiki Ghosnloss","TKO (Shoulder Injury)Mason White","2","4:47",2001-02-23
"329","16","William Sriyapai","Win","Kit Cope","Method Submission (Rear-Naked Choke)","1","3:18",1999-10-30
"330","15","Chris Brennanwin","Win","Joe Stevensonloss","Submission (Triangle Choke)Larry Landless","1","2:04",1999-10-30
"331","14","Deshon Dungeywin","Win","David Arliero Colonloss","TKO (Submission to Strikes)Larry Landless","1","1:06",1999-10-30
"332","13","Steve Treadwellwin","Win","Mike Bourkeloss","KOLarry Landless","1","0:11",1999-10-30
"333","12","Brian    Fosterwin","Win","Frank Rodriguezloss","TKO (Submission to Strikes)Larry Landless","1","4:48",1999-10-30
"334","11","Betiss Mansouriwin","Win","Jason Meadersloss","Decision (Unanimous)Larry Landless","3","5:00",1999-10-30
"335","10","Erik Meaderswin","Win","Jeremy Williamsloss","DecisionLarry Landless","2","5:00",1999-10-30
"336","9","John Leonwin","Win","Jesse Contaerasloss","TKO (Cut)Larry Landless","1","4:17",1999-10-30
"337","8","Jim Abrilledraw","Win","Steve Scarpiasdraw","DrawLarry Landless","2","5:00",1999-10-30
"338","7","John Jensenwin","Win","Renato Bruzziloss","Decision (Unanimous)Larry Landless","2","5:00",1999-10-30
"339","6","Robert Riffnerwin","Win","Matt Montecitoloss","Submission (Hammerlock)Larry Landless","1","4:26",1999-10-30
"340","5","Tyson Johnsonwin","Win","Benny Leoloss","TKO (Submission to Strikes)Larry Landless","1","1:13",1999-10-30
"341","4","Al Garzawin","Win","Rudy Martinezloss","Submission (Armbar)Larry Landless","1","3:18",1999-10-30
"342","3","David Stepwin","Win","Lee Merrillloss","Submission (Rear-Naked Choke)Larry Landless","1","1:18",1999-10-30
"343","2","Eddie Estrelladraw","Win","Jared Wilsforddraw","DrawLarry Landless","2","5:00",1999-10-30
"344","1","Armando Sanchezwin","Win","Valentijne Lasoyaloss","Decision (Unanimous)Larry Landless","2","5:00",1999-10-30
"345","13","Ricco Rodriguez","Win","Travis Fulton","Method Submission (Armbar)","1","4:49",2000-02-05
"346","12","David Doddwin","Win","John Jensenloss","Submission (Kneebar)N/A","1","0:58",2000-02-05
"347","11","John Matuawin","Win","Steve Treadwellloss","TKO (Submission to Punches)N/A","1","2:38",2000-02-05
"348","10","Romie Aramwin","Win","Brian    Fosterloss","Decision (Unanimous)N/A","2","5:00",2000-02-05
"349","9","Charlie Kohlerdraw","Win","Erik Meadersdraw","DrawN/A","2","5:00",2000-02-05
"350","8","Tiki Ghosnwin","Win","Jason Maxwellloss","Decision (Unanimous)N/A","2","5:00",2000-02-05
"351","7","Roger Godinezwin","Win","Bill Parkerloss","TKO (Exhaustion)N/A","1","3:08",2000-02-05
"352","6","Rick Kernsdraw","Win","Mike Grimacedraw","DrawN/A","2","5:00",2000-02-05
"353","5","Nick LaQuettewin","Win","Alex Richardloss","TKO (Submission to Punches)N/A","2","1:42",2000-02-05
"354","4","Randy Velardewin","Win","Tim Conradloss","KO (Punches)N/A","1","0:08",2000-02-05
"355","3","Brian Warrenwin","Win","Oscar Oscarloss","TKO (Punches)N/A","1","2:53",2000-02-05
"356","2","Duane Ludwigwin","Win","David Ibarraloss","KO (Head Kick)N/A","1","4:14",2000-02-05
"357","1","David Stepwin","Win","Jeff Cahillloss","Submission (Triangle Choke)N/A","1","1:39",2000-02-05
"358","12","Vernon White","Win","Todd Medina","Method KO (Punch)","1","0:09",2000-04-15
"359","11","Chris Brennanwin","Win","Antonio McKeeloss","KO (Head Kick)Larry Landless","2","0:09",2000-04-15
"360","10","Mike Bourkewin","Win","Steve Treadwellloss","TKO (Corner Stoppage)N/A","1","1:46",2000-04-15
"361","9","Kelly Dullantywin","Win","Shad Smithloss","TKO (Punches)N/A","1","1:58",2000-04-15
"362","8","Javier Vazquezwin","Win","Antonio Emayloss","TKO (Injury)N/A","1","2:44",2000-04-15
"363","7","Rick Kernswin","Win","Will Ascencioloss","Submission (Triangle Choke)N/A","1","1:34",2000-04-15
"364","6","Sean Sullivanwin","Win","Curtis McWattersloss","Submission (Heel Hook)N/A","1","1:33",2000-04-15
"365","5","Jim Abrillewin","Win","Tim Conradloss","Submission (Heel Hook)N/A","1","0:37",2000-04-15
"366","4","Joe Stevensonwin","Win","Toby Imadaloss","DecisionN/A","2","5:00",2000-04-15
"367","3","Duane Ludwigwin","Win","Jason Maxwellloss","Decision (Unanimous)N/A","2","5:00",2000-04-15
"368","2","David Stepwin","Win","Armando Sanchezloss","Submission (Armbar)N/A","1","1:32",2000-04-15
"369","1","Matt Barrazzawin","Win","Jeff Cahillloss","Submission (Rear-Naked Choke)N/A","1","2:01",2000-04-15
"370","11","Joe Hurley","Win","Chris Brennan","Method KO (Elbows)","1","4:22",2000-09-16
"371","10","Jerry Bohlanderwin","Win","Brian    Fosterloss","Submission (Armbar)N/A","2","1:04",2000-09-16
"372","9","Amir Rahnavardiwin","Win","Daijiro Matsuiloss","Decision (Unanimous)N/A","3","5:00",2000-09-16
"373","8","Mike Bourkewin","Win","John Matualoss","TKO (Corner Stoppage)N/A","1","5:00",2000-09-16
"374","7","Marvin Eastmanwin","Win","Ioka Tianuuloss","TKO (Submission to Punches)N/A","1","3:32",2000-09-16
"375","6","Mark Smithwin","Win","Jay Martinezloss","Decision (Unanimous)N/A","2","5:00",2000-09-16
"376","5","Jason Brudvikwin","Win","Aaron Andersonloss","Submission (Triangle Choke)N/A","0","N/A",2000-09-16
"377","4","Romie Aramwin","Win","Scott Goddardloss","TKO (Punches)N/A","2","2:41",2000-09-16
"378","3","Yves Edwardswin","Win","Danny Bennettloss","Submission (Rear-Naked Choke)N/A","1","3:02",2000-09-16
"379","2","Dean Listerwin","Win","John Jensenloss","Submission (Kneebar)N/A","1","1:48",2000-09-16
"380","1","Trevor Lallywin","Win","Kenneth Tenorioloss","Submission (Rear-Naked Choke)N/A","1","4:10",2000-09-16
"381","10","Pete Williams","Win","Roger Neff","Method KO (Punch)","1","0:06",2000-11-29
"382","9","Vernon Whitewin","Win","David Doddloss","KO (Flying Knee)N/A","2","3:43",2000-11-29
"383","8","Kelly Dullantywin","Win","Duane Ludwigloss","Decision (Unanimous)N/A","3","5:00",2000-11-29
"384","7","Joe Stevensonwin","Win","Erik Meadersloss","Decision (Unanimous)N/A","3","5:00",2000-11-29
"385","6","Tony Galindowin","Win","Brian Hawkinsloss","TKO (Punches) N/A","1","1:30",2000-11-29
"386","5","Betiss Mansouriwin","Win","Adrian Serranoloss","Submission (Guillotine Choke)N/A","2","0:22",2000-11-29
"387","4","Jason Buckwin","Win","Jason Irelandloss","Decision (Unanimous)N/A","3","5:00",2000-11-29
"388","3","Dave Knaggswin","Win","Mike Leeloss","Decision (Unanimous)N/A","3","5:00",2000-11-29
"389","2","Jerry Jenkinswin","Win","Christopher Khonloss","Submission (Rear-Naked Choke)N/A","1","1:55",2000-11-29
"390","1","Quinton Jacksonwin","Win","Rob Smithloss","Decision (Unanimous)N/A","3","5:00",2000-11-29
"391","6","Rickson Gracie","Win","Nobuhiko Takada","Method Submission (Armbar)","1","4:47",1997-10-11
"392","5","Kimo Leopoldodraw","Win","Dan Severndraw","Draw (Time Limit)Ryogaku Wada","1","30:00",1997-10-11
"393","4","Koji Kitaowin","Win","Nathan Jonesloss","Submission (Keylock)Ryogaku Wada","1","2:14",1997-10-11
"394","3","Renzo Graciedraw","Win","Akira Shojidraw","Draw (Time Limit)Yuji Shimada","3","10:00",1997-10-11
"395","2","Gary Goodridgewin","Win","Oleg Taktarovloss","KO (Punch)Ryogaku Wada","1","4:57",1997-10-11
"396","1","Kazunari Murakamiwin","Win","John Dixsonloss","Submission (Armbar)Takumi Adachi","1","1:34",1997-10-11
"397","6","Mark Kerr","Win","Branko Cikatic","Method Disqualification (Rope Grabbing)","1","2:14",1998-03-15
"398","5","Marco Ruaswin","Win","Gary Goodridgeloss","Submission (Heel Hook)Takumi Adachi","1","9:09",1998-03-15
"399","4","Renzo Graciewin","Win","Sanae Kikutaloss","Submission (Guillotine Choke)Takumi Adachi","6","0:43",1998-03-15
"400","3","Kazushi Sakurabawin","Win","Vernon Whiteloss","Submission (Armbar)Yoshinori Nishi","3","6:53",1998-03-15
"401","2","Akira Shojiwin","Win","Juan Mottloss","Submission (Rear-Naked Choke)Takumi Adachi","1","3:47",1998-03-15
"402","1","Royler Graciewin","Win","Naoki Sanoloss","Submission (Armbar)Yoshinori Nishi","1","33:14",1998-03-15
"403","6","Nobuhiko Takada","Win","Kyle Sturgeon","Method Submission (Heel Hook)","1","2:18",1998-06-24
"404","5","Mark Kerrwin","Win","Pedro Otavioloss","Technical Submission (Kimura)Yuji Shimada","1","2:13",1998-06-24
"405","4","Gary Goodridgewin","Win","Amir Rahnavardiloss","KO (Punches)Takumi Adachi","1","7:22",1998-06-24
"406","3","Kazushi Sakurabawin","Win","Carlos Newtonloss","Submission (Kneebar)Yuji Shimada","2","5:19",1998-06-24
"407","2","Daiju Takasewin","Win","Emmanuel Yarboroughloss","TKO (Submission to Punches)Takumi Adachi","2","3:22",1998-06-24
"408","1","Daijiro Matsuidraw","Win","Akira Shojidraw","Draw (Time Limit)Yuji Shimada","4","10:00",1998-06-24
"409","8","Rickson Gracie","Win","Nobuhiko Takada","Method Submission (Armbar)","1","9:30",1998-10-11
"410","7","Mark Kerrwin","Win","Hugo Duarteloss","TKO (Retirement)Takumi Adachi","3","2:32",1998-10-11
"411","6","Alexander Otsukawin","Win","Marco Ruasloss","TKO (Corner Stoppage)Takumi Adachi","2","10:00",1998-10-11
"412","5","Satoshi Honmawin","Win","Naoki Sanoloss","TKO (Punches)Yoshinori Nishi","1","9:25",1998-10-11
"413","4","Kazushi Sakurabadraw","Win","Allan Goesdraw","Draw (Time Limit)Yuji Shimada","3","10:00",1998-10-11
"414","3","Daijiro Matsuidraw","Win","Sanae Kikutadraw","Draw (Time Limit)Akira Okabayashi","3","10:00",1998-10-11
"415","2","Akira Shojiwin","Win","Wallid Ismailloss","TKO (Punches)Yuji Shimada","2","1:26",1998-10-11
"416","1","Igor Vovchanchynwin","Win","Gary Goodridgeloss","TKO (Punches)Takumi Adachi","1","5:58",1998-10-11
"417","6","Nobuhiko Takada","Win","Mark Coleman","Method Submission (Heel Hook)","2","1:44",1999-04-29
"418","5","Kazushi Sakurabawin","Win","Vitor Belfortloss","Decision (Unanimous)Yuji Shimada","2","10:00",1999-04-29
"419","4","Enson Inouewin","Win","Soichi Nishidaloss","Submission (Rear-Naked Choke)Yuji Shimada","1","0:24",1999-04-29
