"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"1812","9","Brian Ikagamiwin","Win","Cesar Ortizloss","Submission (Armbar)N/A","1","1:59",2001-01-27
"1813","8","Bill Cameronwin","Win","Manuel Barcenasloss","DecisionN/A","3","3:00",2001-01-27
"1814","7","Jerry Parsonswin","Win","Justin Antleloss","DecisionN/A","3","3:00",2001-01-27
"1815","6","Darrell Parrishwin","Win","Jeff Custeadloss","Submission (Choke)N/A","1","1:35",2001-01-27
"1816","4","Jason Wigginswin","Win","Mike Medinaloss","Submission (Keylock)N/A","2","2:28",2001-01-27
"1817","3","Will Bimsonwin","Win","Asa Gableloss","Submission (Choke)N/A","1","2:59",2001-01-27
"1818","2","John Levensonwin","Win","Wes Wigginsloss","DecisionN/A","3","3:00",2001-01-27
"1819","1","Melldi Adjubaniwin","Win","Hermes Chavezloss","Submission (Choke)N/A","1","2:02",2001-01-27
"1820","7","Caol Uno","Win","Rumina Sato","Method KO (Punch)","1","2:21",2000-12-17
"1821","6","Mamoru Yamaguchiwin","Win","Jin Akimotoloss","Decision (Unanimous)N/A","3","5:00",2000-12-17
"1822","5","Hayato Sakuraiwin","Win","Frank Triggloss","TKO (Knees)N/A","2","2:25",2000-12-17
"1823","4","Alexandre Franca Nogueirawin","Win","Stephen Pallingloss","Submission (Guillotine Choke)N/A","2","1:19",2000-12-17
"1824","3","Dokonjonosuke Mishimawin","Win","Marcio Ramos Barbosaloss","Submission (Kneebar)N/A","2","4:51",2000-12-17
"1825","2","Tetsuji Katowin","Win","Dan Gilbertloss","Submission (Rear Naked Choke)N/A","1","4:28",2000-12-17
"1826","1","Alex Cookwin","Win","Ray    Cooperloss","Submission (Neck Crank)N/A","1","1:44",2000-12-17
"1827","7","Yasuto Sekishima","Win","Naoki Sakurada","Method Draw","5","3:00",1990-11-28
"1828","6","Tomonori Oharawin","Win","Kazuhiro Kusayanagiloss","KO (Punch)N/A","4","0:58",1990-11-28
"1829","5","Kenji Kawaguchiwin","Win","Yuji Itoloss","KO (Punches)N/A","3","0:37",1990-11-28
"1830","4","Noboru Asahiwin","Win","Takashi Ishizakiloss","Decision (Unanimous)N/A","4","3:00",1990-11-28
"1831","3","Takashi Tojodraw","Win","Satoshi Honmadraw","Submission (Armbar)N/A","1","0:00",1990-11-28
"1832","2","Hiroyuki Kannowin","Win","Masaru Yanoloss","Submission (Kimura)N/A","1","0:00",1990-11-28
"1833","1","Tomoyuki Saitodraw","Win","Hiroaki Matsutanidraw","DrawN/A","3","3:00",1990-11-28
"1834","7","Kazuhiro Sakamoto","Win","Rene Stigter","Method Submission (Armbar)","1","1:47",1995-05-12
"1835","6","Kyuhei Uenowin","Win","Maurice Roumimperloss","Submission (Armbar)N/A","1","1:42",1995-05-12
"1836","5","Naoki Sakuradawin","Win","Yasunori Okudaloss","Submission (Heel Hook)N/A","1","3:00",1995-05-12
"1837","4","Kazuhiro Kusayanagiwin","Win","Yasushi Waritaloss","Submission (Armbar)N/A","1","1:53",1995-05-12
"1838","3","Masato Suzukiwin","Win","Yuji Hashiguchiloss","Submission (Kimura)N/A","2","2:59",1995-05-12
"1839","2","Uchu Tatsumiwin","Win","Magnum Kawamuraloss","Decision (Unanimous)N/A","3","3:00",1995-05-12
"1840","1","Jin Akimotowin","Win","Kazuyoshi Kudoloss","Submission (Rear-Naked Choke)N/A","1","0:56",1995-05-12
"1841","2","Rumina Sato","Win","Katsuaki Yano","Method TKO (Punches)","1","2:23",1995-06-04
"1842","1","Jin Akimotowin","Win","Masataka Kawakamiloss","Submission (Rear Naked Choke)N/A","1","2:32",1995-06-04
"1843","7","Erik Paulson","Win","Ben Spijkers","Method Submission (Guillotine Choke)","5","0:38",1995-07-29
"1844","6","Enson Inouewin","Win","Ed de Kruijfloss","Technical Submission (Armbar)N/A","1","1:40",1995-07-29
"1845","5","Noboru Asahiwin","Win","Leonid Zaslavskyloss","Submission (Heel Hook)N/A","3","0:48",1995-07-29
"1846","4","Kyuhei Uenowin","Win","Kazuhiro Kusayanagiloss","TKO (Punches)N/A","5","1:17",1995-07-29
"1847","3","Carl FranksNC","Win","Remco PardoelNC","No ContestN/A","1","8:00",1995-07-29
"1848","2","Rumina Satowin","Win","Ron Balickiloss","Technical Submission (Armbar)N/A","1","2:14",1995-07-29
"1849","1","Toshiyuki Wadowin","Win","Jonathan Eusebioloss","Technical Submission (Armbar)N/A","2","1:33",1995-07-29
"1850","5","Noboru Asahi","Win","Anthony Lange","Method Submission (Armbar)","1","3:41",1995-09-26
"1851","4","Erik Paulsonwin","Win","Yasunori Okudaloss","Technical Submission (Keylock)N/A","1","0:44",1995-09-26
"1852","3","Kazuhiro Sakamotowin","Win","Leonid Zaslavskyloss","Submission (Rear Naked Choke)N/A","1","2:11",1995-09-26
"1853","2","Zane Frazierwin","Win","Kendo Nagasakiloss","KO (Punch)N/A","1","0:36",1995-09-26
"1854","1","Rumina Satowin","Win","Isamu Osugiloss","Technical Submission (Flying Reverse Triangle Choke)N/A","1","2:01",1995-09-26
"1855","3","Kyuhei Ueno","Win","Toru Koga","Method TKO (Punches)","3","1:43",1995-11-07
"1856","2","Kimihito Nonakadraw","Win","Masahiro Oishidraw","DrawN/A","3","3:00",1995-11-07
"1857","1","Tomoaki Hayamawin","Win","Isamu Osugiloss","Submission (Guillotine Choke)N/A","2","2:10",1995-11-07
"1858","10","Enson Inoue","Win","Andre Mannaart","Method TKO (Punches)","1","3:20",1996-01-20
"1859","9","Erik Paulsonwin","Win","Todd Bjornethunloss","Submission (Guillotine Choke)N/A","2","0:26",1996-01-20
"1860","8","Noboru Asahiwin","Win","Ruud Alwartloss","TKO (Submission to Punches)N/A","1","1:21",1996-01-20
"1861","7","Kyuhei Uenowin","Win","Arnold Sasloss","Submission (Triangle Armbar)N/A","3","0:44",1996-01-20
"1862","6","Rumina Satowin","Win","Masato Suzukiloss","Technical Submission (Armbar)N/A","1","3:00",1996-01-20
"1863","5","Jutaro Nakaowin","Win","Yasunori Okudaloss","TKO (Punches)N/A","1","1:18",1996-01-20
"1864","4","Uchu Tatsumiwin","Win","Kimihito Nonakaloss","Decision (Majority)N/A","3","3:00",1996-01-20
"1865","3","Masanori Sudawin","Win","Genta Hagaloss","Technical Submission (Armbar)N/A","1","1:02",1996-01-20
"1866","2","Hisao Ikedawin","Win","Yoshiyuki Takayamaloss","Submission (Kimura)N/A","3","2:57",1996-01-20
"1867","1","Takuya Kuwabarawin","Win","Yuji Fujitaloss","Technical Submission (Armbar)N/A","2","2:15",1996-01-20
"1868","10","Noboru Asahi","Win","Leandro Lima de Azevedo","Method Technical Submission (Heel Hook)","1","1:04",1996-03-05
"1869","9","Rumina Satowin","Win","Kyuhei Uenoloss","Submission (Rear-Naked Choke)N/A","1","4:04",1996-03-05
"1870","8","Egan Inouewin","Win","Gordon Dehdmanloss","Submission (Triangle Choke)N/A","1","1:39",1996-03-05
"1871","7","Kazuhiro Kusayanagiwin","Win","Toru Kogaloss","Submission (Armbar)N/A","4","2:14",1996-03-05
"1872","6","Mamoru Okochiwin","Win","Anthony Langeloss","Decision (Majority)N/A","5","3:00",1996-03-05
"1873","5","Jutaro Nakaowin","Win","Naoto Kojimaloss","Submission (Rear-Naked Choke)N/A","2","1:42",1996-03-05
"1874","4","Masahiro Oishidraw","Win","Hisao Ikedadraw","DrawN/A","3","3:00",1996-03-05
"1875","3","Jin Akimotowin","Win","Yoshinori Haraigawaloss","Technical Submission (Rear-Naked Choke)N/A","1","1:42",1996-03-05
"1876","2","Masanori Sudawin","Win","Isamu Osugiloss","Submission (Armbar)N/A","2","2:57",1996-03-05
"1877","1","Takuya Kuwabarawin","Win","Shinji Aranoloss","Technical Submission (Armbar)N/A","2","1:42",1996-03-05
"1878","9","Erik Paulson","Win","Kenji Kawaguchi","Method Submission (Toe Hold)","3","1:23",1996-05-07
"1879","8","Joe Esteswin","Win","Enson Inoueloss","Decision (Majority)N/A","3","8:00",1996-05-07
"1880","7","Todd Bjornethunwin","Win","Akihiro Gonoloss","Submission (Armbar)N/A","3","1:12",1996-05-07
"1881","6","Yasushi Waritawin","Win","Toru Kogaloss","KO (Head Kick)N/A","3","0:18",1996-05-07
"1882","5","Uchu Tatsumiwin","Win","Hisao Ikedaloss","KO (Punches)N/A","1","0:47",1996-05-07
"1883","4","Takuya Kuwabarawin","Win","Masakazu Kuramochiloss","Decision (Split)N/A","3","3:00",1996-05-07
"1884","3","Jin Akimotodraw","Win","Mitsuhiro Sakamotodraw","DrawN/A","3","3:00",1996-05-07
"1885","2","Tomoaki Hayamawin","Win","Yuji Fujitaloss","Submission (Rear-Naked Choke)N/A","2","2:25",1996-05-07
"1886","1","Kimihito Nonakawin","Win","Shinji Aranoloss","Submission (Triangle Choke)N/A","2","1:41",1996-05-07
"1887","10","Enson Inoue","Win","Mushtaq Abdullah","Method TKO (Submission to Punches)","1","0:38",1996-10-04
"1888","9","Alex Cookwin","Win","Jutaro Nakaoloss","Submission (Rear-Naked Choke)N/A","2","1:50",1996-10-04
"1889","8","Kazuhiro Kusayanagiwin","Win","Akihiro Gonoloss","Submission (Armbar)N/A","4","2:52",1996-10-04
"1890","7","Uchu Tatsumiwin","Win","Sunay Ahmedloss","Submission (Rear-Naked Choke)N/A","1","0:51",1996-10-04
"1891","6","Masato Fujiwarawin","Win","Masanori Sudaloss","Submission (Triangle Armbar)N/A","1","2:15",1996-10-04
"1892","5","Mitsuhiro Sakamotowin","Win","Jin Akimotoloss","Decision (Majority)N/A","3","3:00",1996-10-04
"1893","4","Hisao Ikedawin","Win","Kenzi Daikanyamaloss","Decision (Majority)N/A","3","3:00",1996-10-04
"1894","3","Masahiro Oishiwin","Win","Katsuhisa Akasakiloss","Submission (Armbar)N/A","1","2:12",1996-10-04
"1895","2","Hiroyuki Kojimawin","Win","Yuzo Tateishiloss","Submission (Kimura)N/A","1","3:00",1996-10-04
"1896","1","Hayato Sakuraiwin","Win","Caol Unoloss","Submission (Armbar)N/A","1","2:52",1996-10-04
"1897","9","Rumina Sato","Win","Ricardo Botelho","Method Submission (Heel Hook)","3","1:24",1997-01-18
"1898","8","Erik Paulsonwin","Win","Stuart Harrisonloss","Submission (Armbar)N/A","2","2:28",1997-01-18
"1899","7","Uchu Tatsumiwin","Win","Mamoru Okochiloss","Decision (Unanimous)N/A","5","3:00",1997-01-18
"1900","6","Akihiro Gonowin","Win","Masato Fujiwaraloss","Decision (Unanimous)N/A","4","3:00",1997-01-18
"1901","5","Hayato Sakuraidraw","Win","Takuya Kuwabaradraw","DrawN/A","3","3:00",1997-01-18
"1902","4","Ron Balickiwin","Win","Tomoaki Hayamaloss","Decision (Unanimous)N/A","3","3:00",1997-01-18
"1903","3","Jin Akimotowin","Win","Hisao Ikedaloss","Decision (Majority)N/A","3","3:00",1997-01-18
"1904","2","Hiroyuki Kojimawin","Win","Yuji Fujitaloss","Decision (Unanimous)N/A","3","3:00",1997-01-18
"1905","1","Yoshiyuki Takayamawin","Win","Ed Weddingloss","Decision (Unanimous)N/A","3","3:00",1997-01-18
"1906","6","Semmy Schilt","Win","Osami Shibuya","Method Submission (Rear-Naked Choke)","1","12:06",1999-07-06
"1907","5","Keiichiro Yamamiyawin","Win","Leon van Dijkloss","TKO (Punches)Hirotoshi Okamoto","1","2:05",1999-07-06
"1908","4","Katsuomi Inagakiwin","Win","Yasuaki Hiramatsuloss","TKO (Submission to Punches)Soichi Hiroto","1","5:58",1999-07-06
"1909","3","Yuki Kondowin","Win","Daisuke Watanabeloss","KO (Punch)Yoshinori Umeki","1","0:21",1999-07-06
"1910","2","Jason DeLuciawin","Win","Chris Lytleloss","Decision (Majority)Yoshinori Umeki","1","10:00",1999-07-06
"1911","1","Sanae Kikutawin","Win","Takafumi Itoloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1999-07-06
"1912","6","Yuki Kondo","Win","Jason Godsey","Method Submission (Toe Hold)","1","5:08",1999-08-01
"1913","5","Chris Lytledraw","Win","Takafumi Itodraw","DrawSoichi Hiroto","2","3:00",1999-08-01
"1914","4","Minoru Toyonagawin","Win","Daisuke Ishiiloss","Decision (Split)Kenji Kosuge","2","3:00",1999-08-01
"1915","3","Genki Sudowin","Win","Kosei Kubotaloss","Decision (Unanimous)Kenji Kosuge","2","3:00",1999-08-01
"1916","2","Ikuhisa Minowawin","Win","Daiju Takaseloss","Submission (Triangle Choke)Yoshinori Umeki","1","7:59",1999-08-01
"1917","1","Daisuke Watanabewin","Win","Masamoto Ibaloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1999-08-01
"1918","5","Ikuhisa Minowa","Win","Minoru Toyonaga","Method Submission (Rear-Naked Choke)","1","2:57",1999-08-01
"1919","4","Leon van Dijkwin","Win","Ryushi Yanagisawaloss","TKO (Doctor Stoppage)Kenji Kosuge","1","12:48",1999-08-01
"1920","3","Jason DeLuciawin","Win","Manabu Yamadaloss","Decision (Unanimous)Kenji Kosuge","1","15:00",1999-08-01
"1921","2","Minoru Toyonagawin","Win","Genki Sudoloss","Decision (Unanimous)Soichi Hiroto","2","3:00",1999-08-01
"1922","1","Ikuhisa Minowawin","Win","Daisuke Watanabeloss","Submission (Triangle Choke)Soichi Hiroto","1","4:28",1999-08-01
"1923","5","Semmy Schilt","Win","Katsuomi Inagaki","Method KO (Knee)","1","8:23",1999-09-04
"1924","4","Manabu Yamadawin","Win","Tae Yoon Hanloss","Submission (Armbar)Hirotoshi Okamoto","1","0:48",1999-09-04
"1925","3","Daisuke Ishiiwin","Win","Jong Wang Kimloss","TKO (Doctor Stoppage)Yoshinori Umeki","1","5:15",1999-09-04
"1926","2","Takafumi Itowin","Win","Daisuke Watanabeloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1999-09-04
"1927","1","Kosei Kubotawin","Win","Shinji Kataseloss","Submission (Ankle Lock)Yoshinori Umeki","1","1:25",1999-09-04
"1928","7","Yuki Kondo","Win","Kiuma Kunioku","Method KO (Flying Knee and Palm Strikes)","1","0:34",1999-09-18
"1929","6","Masakatsu Funakiwin","Win","Tony Petarraloss","TKO (Submission to Punches)Soichi Hiroto","1","1:16",1999-09-18
"1930","5","Ryushi Yanagisawadraw","Win","Akira Shojidraw","DrawSoichi Hiroto","1","15:00",1999-09-18
"1931","4","Sanae Kikutawin","Win","Eddy Millisloss","TKO (Submission to Punches)Soichi Hiroto","1","1:57",1999-09-18
"1932","3","Kosei Kubotawin","Win","Susumu Yamasakiloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1999-09-18
"1933","2","Semmy Schiltwin","Win","Ikuhisa Minowaloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1999-09-18
"1934","1","Kazuo Takahashiwin","Win","Osami Shibuyaloss","Submission (Guillotine Choke)Yoshinori Umeki","1","6:08",1999-09-18
"1935","8","Enson Inoue","Win","Casemiro Nascimento Martins","Method TKO (Elbows)","1","0:45",1997-04-06
"1936","7","Rumina Satowin","Win","Ali Mihoubiloss","Submission (Heel Hook)N/A","1","2:21",1997-04-06
"1937","6","Uchu Tatsumiwin","Win","Abdelaziz Cheriguiloss","TKO (Submission to Punches)N/A","1","2:18",1997-04-06
"1938","5","Kazuhiro Kusayanagidraw","Win","Masato Fujiwaradraw","DrawN/A","3","5:00",1997-04-06
"1939","4","Katsuhisa Fujiiwin","Win","Daniel Quonianloss","TKO (Punches)N/A","1","0:44",1997-04-06
"1940","3","Mitsuhiro Sakamotowin","Win","Masaru Gokitaloss","Decision (Majority)N/A","2","5:00",1997-04-06
"1941","2","Tetsuji Katowin","Win","Hiroyuki Kojimaloss","Decision (Unanimous)N/A","2","5:00",1997-04-06
"1942","1","Mohammad Jarbanwin","Win","Yuji Fujitaloss","Decision (Unanimous)N/A","2","5:00",1997-04-06
"1943","6","Jutaro Nakao","Win","Akihiro Gono","Method Draw","3","5:00",1997-06-25
"1944","5","Tetsuji Katowin","Win","Masato Fujiwaraloss","Decision (Unanimous)N/A","2","5:00",1997-06-25
"1945","4","Masahiro Oishiwin","Win","Yoshiyuki Takayamaloss","Decision (Unanimous)N/A","2","5:00",1997-06-25
"1946","3","Hayato Sakuraiwin","Win","Hiroyuki Kojimaloss","Decision (Unanimous)N/A","2","5:00",1997-06-25
"1947","2","Kimihito Nonakawin","Win","Kenzi Daikanyamaloss","Decision (Unanimous)N/A","2","5:00",1997-06-25
"1948","1","Caol Unowin","Win","Yuzo Tateishiloss","Submission (Rear-Naked Choke)N/A","1","2:14",1997-06-25
"1949","7","Rumina Sato","Win","Alan Fried","Method Submission (Armbar)","1","0:59",1997-08-27
"1950","6","Paul Joneswin","Win","Erik Paulsonloss","Decision (Majority)N/A","3","5:00",1997-08-27
"1951","5","Hayato Sakuraiwin","Win","Ali Eliasloss","Submission (Armbar)N/A","1","1:23",1997-08-27
"1952","4","Masanori Sudawin","Win","Kazuhiro Kusayanagiloss","Decision (Unanimous)N/A","3","5:00",1997-08-27
"1953","3","Jutaro Nakaowin","Win","Tetsuji Katoloss","Submission (Armbar)N/A","3","4:56",1997-08-27
"1954","2","Hisao Ikedawin","Win","Masahiro Oishiloss","Decision (Unanimous)N/A","2","5:00",1997-08-27
"1955","1","Kimihito Nonakawin","Win","Jin Akimotoloss","Decision (Majority)N/A","2","5:00",1997-08-27
"1956","8","Enson Inoue","Win","Joe Estes","Method TKO (Submission to Punches)","1","1:06",1997-10-12
"1957","7","Rumina Satowin","Win","Maurice Cortyloss","Submission (Kimura)N/A","1","2:01",1997-10-12
"1958","6","Hayato Sakuraiwin","Win","Alex Cookloss","Submission (Rear-Naked Choke)N/A","1","1:09",1997-10-12
"1959","5","Uchu Tatsumiwin","Win","Paul Cooninloss","Submission (Heel Hook)N/A","1","1:19",1997-10-12
"1960","4","Larry Papadopouloswin","Win","Akihiro Gonoloss","Decision (Split)N/A","3","5:00",1997-10-12
"1961","3","Todd Bjornethunwin","Win","Kazuhiro Kusayanagiloss","TKO (Punches)N/A","2","4:01",1997-10-12
"1962","2","Takuya Kuwabaradraw","Win","Caol Unodraw","DrawN/A","2","5:00",1997-10-12
"1963","1","Takenori Itowin","Win","Naoto Kojimaloss","Decision (Majority)N/A","2","5:00",1997-10-12
"1964","7","Noboru Asahi","Win","Dennis Hall","Method Submission (Armbar)","2","4:18",1998-01-17
"1965","6","Ricardo Botelhowin","Win","Masato Fujiwaraloss","Decision (Unanimous)N/A","3","5:00",1998-01-17
"1966","5","Jutaro Nakaowin","Win","Jay R. Palmerloss","Submission (Rear-Naked Choke)N/A","1","3:51",1998-01-17
"1967","4","Masanori Sudawin","Win","Ray    Cooperloss","Submission (Armbar)N/A","1","1:55",1998-01-17
"1968","3","Hisao Ikedawin","Win","Jin Akimotoloss","Decision (Unanimous)N/A","3","5:00",1998-01-17
"1969","2","Tetsuji Katowin","Win","Koichi Tanakaloss","Technical Submission (Armbar)N/A","1","1:01",1998-01-17
"1970","1","Satoshi Fujisakidraw","Win","Dokonjonosuke Mishimadraw","DrawN/A","2","5:00",1998-01-17
"1971","8","Joel Gerson","Win","Rumina Sato","Method Technical Submission (Armbar)","1","3:53",1998-03-01
"1972","7","Carlos Newtonwin","Win","Kazuhiro Kusayanagiloss","Submission (Armbar)N/A","1","2:17",1998-03-01
"1973","6","Masanori Sudawin","Win","Kenji Kawaguchiloss","Submission (Armbar)N/A","3","1:08",1998-03-01
"1974","5","Hisao Ikedawin","Win","Omar Salvosaloss","Submission (Achilles Lock)N/A","1","4:23",1998-03-01
"1975","4","Caol Unowin","Win","Yuji Fujitaloss","Decision (Unanimous)N/A","2","5:00",1998-03-01
"1976","3","Masahiro Oishiwin","Win","Yoshihiro Fujitaloss","Technical Submission (Kimura)N/A","1","2:40",1998-03-01
"1977","2","Takaharu Murahamawin","Win","Hiroyuki Kojimaloss","KO (Punch)N/A","1","2:31",1998-03-01
"1978","1","Takenori Itowin","Win","Hiroki Kotaniloss","Decision (Unanimous)N/A","2","5:00",1998-03-01
"1979","6","Takuya Kuwabara","Win","Takenori Ito","Method Decision (Majority)","3","5:00",1998-04-10
"1980","5","Yuki Sasakiwin","Win","Yasushi Waritaloss","Submission (Heel Hook)N/A","1","1:19",1998-04-10
"1981","4","Yoshiyuki Takayamawin","Win","Katsuhisa Akasakiloss","Submission (Rear-Naked Choke)N/A","1","3:34",1998-04-10
"1982","3","Kazumichi Takadawin","Win","Satoshi Fujisakiloss","Decision (Unanimous)N/A","2","5:00",1998-04-10
"1983","2","Masakazu Kuramochiwin","Win","Mitsuo Matsumotoloss","Decision (Unanimous)N/A","2","5:00",1998-04-10
"1984","1","Saburo Kawakatsuwin","Win","Isao Tanimuraloss","Decision (Unanimous)N/A","2","5:00",1998-04-10
"1985","4","Rumina Sato","Win","Michael Buell","Method Submission (Armbar)","1","0:31",1998-04-26
"1986","3","Alexandre Franca Nogueirawin","Win","Noboru Asahiloss","Technical Submission (Guillotine Choke)N/A","1","1:06",1998-04-26
"1987","2","Akihiro Gonowin","Win","Matt Roccaloss","Submission (Armbar)N/A","1","3:12",1998-04-26
"1988","1","Emmanuel Yarboroughwin","Win","Tatsuaki Nakanoloss","Submission (Smother)N/A","1","1:17",1998-04-26
"1989","7","Hayato Sakurai","Win","Jutaro Nakao","Method Decision (Unanimous)","3","5:00",1998-05-13
"1990","6","Larry Papadopoulosdraw","Win","Kazuhiro Kusayanagidraw","DrawN/A","3","5:00",1998-05-13
"1991","5","Frank Triggwin","Win","Marcelo Aguiarloss","TKO (Punches)N/A","2","3:08",1998-05-13
"1992","4","Caol Unowin","Win","Ian James Schaffaloss","Technical Submission (Armbar)N/A","3","3:13",1998-05-13
"1993","3","Koichi Tanakadraw","Win","Masato Fujiwaradraw","DrawN/A","2","5:00",1998-05-13
"1994","2","Masakazu Kuramochiwin","Win","Takaharu Murahamaloss","Decision (Majority)N/A","2","5:00",1998-05-13
"1995","1","Kazumichi Takadawin","Win","Hiroki Kotaniloss","Decision (Majority)N/A","2","5:00",1998-05-13
"1996","6","Hisao Ikeda","Win","Mamoru Okochi","Method Decision (Unanimous)","3","5:00",1998-07-18
"1997","5","Masahiro Oishiwin","Win","Kimihito Nonakaloss","Submission (Armbar)N/A","2","1:18",1998-07-18
"1998","4","Yoshiyuki Takayamawin","Win","Yoshihiro Fujitaloss","Decision (Majority)N/A","2","5:00",1998-07-18
"1999","3","Hiroyuki Kojimawin","Win","Isao Tanimuraloss","Technical Submission (Kimura)N/A","1","4:37",1998-07-18
"2000","2","Takaharu Murahamadraw","Win","Hiroshi Tsuruyadraw","DrawN/A","2","5:00",1998-07-18
"2001","1","Yuki Sasakiwin","Win","Izuru Takeuchiloss","Decision (Unanimous)N/A","2","5:00",1998-07-18
"2002","6","Hayato Sakurai","Win","Ronny Rivano","Method Submission (Rear-Naked Choke)","1","1:10",1998-07-29
"2003","5","Kenji Kawaguchiwin","Win","Ante Jurisicloss","Submission (Heel Hook)N/A","2","0:35",1998-07-29
"2004","4","Caol Unowin","Win","Zvonko Jakovcevicloss","Submission (Triangle Choke)N/A","1","3:15",1998-07-29
"2005","3","Takuya Kuwabarawin","Win","Damien Riccioloss","Decision (Unanimous)N/A","3","5:00",1998-07-29
"2006","2","Mitsuhiro Sakamotodraw","Win","Takeyasu Hironodraw","DrawN/A","2","5:00",1998-07-29
"2007","1","Anthony Netzlerwin","Win","Jun Kitagawaloss","Submission (Toe Hold)N/A","1","1:14",1998-07-29
"2008","7","Erik Paulson","Win","Masanori Suda","Method TKO (Punches)","3","4:48",1998-08-29
"2009","6","Noboru Asahiwin","Win","Trent Bekisloss","Submission (Kimura)N/A","1","3:01",1998-08-29
"2010","5","Ricardo Botelhowin","Win","Joel Gersonloss","Decision (Split)N/A","3","5:00",1998-08-29
"2011","4","Tetsuji Katowin","Win","Alex Cookloss","Decision (Unanimous)N/A","3","5:00",1998-08-29
"2012","3","Takenori Itodraw","Win","Kazumichi Takadadraw","DrawN/A","2","5:00",1998-08-29
"2013","2","Jin Akimotowin","Win","Masaru Gokitaloss","Decision (Majority)N/A","2","5:00",1998-08-29
"2014","1","Hiroyuki Kojimawin","Win","Saburo Kawakatsuloss","Decision (Unanimous)N/A","2","5:00",1998-08-29
"2015","8","Jutaro Nakao","Win","Koichi Tanaka","Method Submission (Triangle Choke)","1","3:56",1998-09-18
"2016","7","Mamoru Okochidraw","Win","Yoshiyuki Takayamadraw","DrawN/A","2","5:00",1998-09-18
"2017","6","Satoshi Fujisakiwin","Win","Kyuhei Uenoloss","Submission (Armbar)N/A","1","2:23",1998-09-18
"2018","5","Yuki Sasakiwin","Win","Nobuhiro Tsurumakiloss","Decision (Unanimous)N/A","2","5:00",1998-09-18
"2019","4","Naoya Uematsuwin","Win","Katsuya Toidaloss","Submission (Armbar)N/A","1","2:46",1998-09-18
"2020","3","Ryuta Sakuraiwin","Win","Masashi Kitaloss","TKO (Punches)N/A","1","3:00",1998-09-18
"2021","2","Masaki Nishizawadraw","Win","Hiroaki Yoshiokadraw","DrawN/A","2","5:00",1998-09-18
"2022","1","Takayuki Okochiwin","Win","Hiromichi Maruyamaloss","Decision (Majority)N/A","2","5:00",1998-09-18
"2023","12","Uchu Tatsumi","Win","Eric Payne","Method Submission (Rear Naked Choke)","1","2:42",1998-11-27
"2024","11","Akihiro Gonowin","Win","Adriano de Souzaloss","Submission (Armbar)N/A","1","2:46",1998-11-27
"2025","10","Hisao Ikedawin","Win","Colin Mannsurloss","TKO (Punches)N/A","2","1:49",1998-11-27
"2026","9","Paul Joneswin","Win","Sanae Kikutaloss","Decision (Unanimous)N/A","3","5:00",1998-11-27
"2027","8","Tetsuji Katowin","Win","Hiroyuki Kojimaloss","TKO (Punches)N/A","2","4:28",1998-11-27
"2028","7","Takenori Itodraw","Win","Masato Fujiwaradraw","DrawN/A","3","5:00",1998-11-27
"2029","6","Yuki Sasakiwin","Win","Kazuhiro Kusayanagiloss","TKO (Punches)N/A","1","0:46",1998-11-27
"2030","5","Naoya Uematsudraw","Win","Kimihito Nonakadraw","DrawN/A","2","5:00",1998-11-27
"2031","4","Ryuta Sakuraidraw","Win","Izuru Takeuchidraw","DrawN/A","2","5:00",1998-11-27
"2032","3","Takanori Gomiwin","Win","Hiroshi Tsuruyaloss","Decision (Unanimous)N/A","2","5:00",1998-11-27
"2033","2","Takaharu Murahamadraw","Win","Saburo Kawakatsudraw","DrawN/A","2","5:00",1998-11-27
"2034","1","Masaru Gokitawin","Win","Masaki Nishizawaloss","Decision (Unanimous)N/A","2","5:00",1998-11-27
"2035","5","Rumina Sato","Win","Charles Diaz","Method Submission (Flying Armbar)","1","0:06",1999-01-15
"2036","4","Hayato Sakuraiwin","Win","Ademir Oliveiraloss","KO (Flying Knee)N/A","1","0:34",1999-01-15
"2037","3","Akihiro Gonodraw","Win","Marcos da Silvadraw","DrawN/A","3","5:00",1999-01-15
"2038","2","Takanori Gomiwin","Win","Kazumichi Takadaloss","TKO (Punches)N/A","2","3:42",1999-01-15
"2039","1","Makoto Ishikawawin","Win","Mitsuo Matsumotoloss","Decision (Unanimous)N/A","2","5:00",1999-01-15
"2040","8","Naoya Uematsu","Win","Mamoru Okochi","Method TKO (Punches)","2","1:22",1999-01-27
"2041","7","Ryuta Sakuraiwin","Win","Nobuhiro Tsurumakiloss","TKO (Cut)N/A","1","0:54",1999-01-27
"2042","6","Takayuki Okochidraw","Win","Norio Fujitadraw","DrawN/A","2","5:00",1999-01-27
"2043","5","Yoshinobu Otawin","Win","Hiroaki Yoshiokaloss","Decision (Majority)N/A","2","5:00",1999-01-27
"2044","4","Kohei Yasumiwin","Win","Koji Takeuchiloss","Decision (Unanimous)N/A","2","5:00",1999-01-27
"2045","3","Chikara Miyakedraw","Win","Jinzaburo Yonezawadraw","DrawN/A","2","5:00",1999-01-27
