"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"114","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"9","Evgeniy Goncharov","Evgeniy-Goncharov-156033","Win","Anton Vyazigin","Anton-Vyazigin-185637","Decision (Unanimous)Vyacheslav Kiselev","3","5:00",2020-12-19
"115","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"8","Arseniy Smirnov","Arseniy-Smirnov-248727","Win","Sergey Romanov","Sergey-Romanov-127099","Decision (Unanimous)Vyacheslav Kiselev","3","5:00",2020-12-19
"116","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"7","Alexander Grozin","Alexander-Grozin-193923","Win","Ilya Varvarskij","Ilya-Varvarskij-238741","Decision (Unanimous)Axel Vankimmenade","3","5:00",2020-12-19
"117","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"6","Simon Smotritsky","Simon-Smotritsky-254075","Win","Sergey Yaskovets","Sergey-Yaskovets-218283","Decision (Split)Axel Vankimmenade","3","5:00",2020-12-19
"118","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"5","Roman Mukhamedshin","Roman-Mukhamedshin-143031","Win","Artem Gruzdov","Artem-Gruzdov-229247","Submission (Rear-Naked choke) Vyacheslav Kiselev","1","2:30",2020-12-19
"119","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"4","Kirill Kornilov","Kirill-Kornilov-338905","Win","Murat Kilimetov","Murat-Kilimetov-257237","TKO (Punches)Vyacheslav Kiselev","2","4:38",2020-12-19
"120","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"3","Alexander Podlesniy","Alexander-Podlesniy-192355","Win","Maxim Usoyan","Maxim-Usoyan-274225","Decision (Split)Georgy Tamoev","3","0:00",2020-12-19
"121","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"2","Nikolay Kovalenko","Nikolay-Kovalenko-338377","Win","Alexander Lipsky","Alexander-Lipsky-282949","KO Georgy Tamoev","1","2:40",2020-12-19
"122","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"1","Ivan Bondarchuk","Ivan-Bondarchuk-272983","Win","Yury Sakipov","Yury-Sakipov-265057","Submission (Rear-Naked choke) Georgy Tamoev","2","1:47",2020-12-19
"123","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"8","Roman Kolesnikov","Roman-Kolesnikov-381405","Win","Kirill Solovyov","Kirill-Solovyov-381406","Method Submission (Rear-Naked Choke)","2","0:00",2020-12-19
"124","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"7","Mikhail Korenev","Mikhail-Korenev-343037","Win","Danil Ivanov","Danil-Ivanov-270591","KON/A","1","0:00",2020-12-19
"125","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"6","Dastan Mamasadykov","Dastan-Mamasadykov-298459","Win","Timur Magomedov","Timur-Magomedov-381404","SubmissionN/A","1","0:00",2020-12-19
"126","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"5","Elnurbek Ashubekov","Elnurbek-Ashubekov-381402","Win","Kirill Ivanets","Kirill-Ivanets-381403","SubmissionN/A","2","0:00",2020-12-19
"127","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"4","Vladislav Shevchuk","Vladislav-Shevchuk-381400","Win","Aleksandr Mashchenko","Aleksandr-Mashchenko-381401","KON/A","2","0:00",2020-12-19
"128","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"3","Vladimir Medzhidov","Vladimir-Medzhidov-381398","Win","Alizada Dzhabatov","Alizada-Dzhabatov-381399","Decision (Unanimous)N/A","2","5:00",2020-12-19
"129","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"2","Vsevolod Setskiy","Vsevolod-Setskiy-381396","Win","Aleksandr Velichko","Aleksandr-Velichko-381397","KON/A","2","0:00",2020-12-19
"130","Modern Fighting Pankration","MFP 233Modern Fighting Pankration 233: Amur Challenge 18",88249,"1","Danil Galsanov","Danil-Galsanov-381394","Win","Abubakar Mirbabaev","Abubakar-Mirbabaev-381395","Decision (Unanimous)N/A","2","5:00",2020-12-19
"131","Dynasty Combat Sports","DCS 66Holiday Bash Night II",88250,"3","Corey Davis","Corey-Davis-136227","Win","Jack Freriks","Jack-Freriks-252449","Method","0","0:00",2020-12-19
"132","Dynasty Combat Sports","DCS 66Holiday Bash Night II",88250,"2","Ray Evansyet to c","Ray-Evans-255017","Win","Tanner Wonchyet to ","Tanner-Wonch-326953","N/A","0","0:00",2020-12-19
"133","Dynasty Combat Sports","DCS 66Holiday Bash Night II",88250,"1","Brett Minneryet to c","Brett-Minner-246593","Win","Jesse James Leeyet to ","Jesse-James-Lee-375428","N/A","0","0:00",2020-12-19
"134","Team Force MS","TFMSCopa Team Force 3",88251,"13","Heinrich Caceres","Heinrich-Caceres-209395","Win","Edimilson Souza","Edimilson-Souza-57343","Method KO (Head Kick)","1","3:15",2020-12-19
"135","Team Force MS","TFMSCopa Team Force 3",88251,"12","Jose Armoa","Jose-Armoa-87016","Win","Jose Luis Alegre","Jose-Luis-Alegre-158491","TKO (Punches)Hernan Maluff","1","0:14",2020-12-19
"136","Team Force MS","TFMSCopa Team Force 3",88251,"11","Carlos Gomez","Carlos-Gomez-325849","Win","Rodrigo Ayala","Rodrigo-Ayala-239887","Decision (Unanimous)Hernan Maluff","3","5",2020-12-19
"137","Team Force MS","TFMSCopa Team Force 3",88251,"10","Max Linchevsky","Max-Linchevsky-380965","Win","Willian Freire","Willian-Freire-380966","TKO (Strikes)Hernan Maluff","2","3:01",2020-12-19
"138","Team Force MS","TFMSCopa Team Force 3",88251,"9","Stephanie Bragayrac","Stephanie-Bragayrac-144991","Win","Sally Ortigoza","Sally-Ortigoza-218061","TKO (Strikes)Hernan Maluff","2","1:27",2020-12-19
"139","Team Force MS","TFMSCopa Team Force 3",88251,"8","Ariel Martinez Ramirez","Ariel-Martinez-Ramirez-177735","Win","Woshington Rodrigues","Woshington-Rodrigues-380964","Submission (Arm-Triangle Choke)Hernan Maluff","2","4:00",2020-12-19
"140","Team Force MS","TFMSCopa Team Force 3",88251,"7","Wallison Henrique","Wallison-Henrique-143319","Win","Angel Cabanas","Angel-Cabanas-213731","Submission (Guillotine Choke)Hernan Maluff","1","2:55",2020-12-19
"141","Team Force MS","TFMSCopa Team Force 3",88251,"6","Arnulfo Navarro","Arnulfo-Navarro-329711","Win","Leopoldo Felix Luque","Leopoldo-Felix-Luque-182163","TKO (Strikes)Hernan Maluff","2","0:53",2020-12-19
"142","Team Force MS","TFMSCopa Team Force 3",88251,"5","Juan Caballero","Juan-Caballero-213729","Win","Roberto Gamarra","Roberto-Gamarra-219725","TKO (Punches)Hernan Maluff","1","4:42",2020-12-19
"143","Team Force MS","TFMSCopa Team Force 3",88251,"4","Matias Raul Olmedo","Matias-Raul-Olmedo-309261","Win","Jordano Massao","Jordano-Massao-212489","Decision (Unanimous)Hernan Maluff","3","5:00",2020-12-19
"144","Team Force MS","TFMSCopa Team Force 3",88251,"3","Alejandro Benegas","Alejandro-Benegas-380949","Win","Victor Colman","Victor-Colman-380950","Submission (Guillotine Choke)Hernan Maluff","1","1:52",2020-12-19
"145","Team Force MS","TFMSCopa Team Force 3",88251,"2","Carlos Gomez","Carlos-Gomez-325849","Win","Maxi Sanchez","Maxi-Sanchez-380948","Submission (Armbar)Hernan Maluff","2","3:16",2020-12-19
"146","Team Force MS","TFMSCopa Team Force 3",88251,"1","Rodrigo Ayala","Rodrigo-Ayala-239887","Win","Eliezer Viveros","Eliezer-Viveros-380947","Submission (Armbar)Hernan Maluff","1","1:09",2020-12-19
"147","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"8","Kento Yamamoto","Kento-Yamamoto-157713","Win","Ryoji Kudo","Ryoji-Kudo-263677","Method","0","0:00",2020-12-19
"148","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"7","Takuya Nagatayet to c","Takuya-Nagata-155759","Win","Tateo Iidayet to ","Tateo-Iida-67070","N/A","0","0:00",2020-12-19
"149","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"6","Kenta Hattoriyet to c","Kenta-Hattori-124323","Win","Joji Gotoyet to ","Joji-Goto-220099","N/A","0","0:00",2020-12-19
"150","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"5","Yohei Nadayet to c","Yohei-Nada-120413","Win","Takanori Takahashiyet to ","Takanori-Takahashi-74274","N/A","0","0:00",2020-12-19
"151","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"4","Daichi Nishimurayet to c","Daichi-Nishimura-155733","Win","Naoki Uedayet to ","Naoki-Ueda-157737","N/A","0","0:00",2020-12-19
"152","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"3","Masanori Katoyet to c","Masanori-Kato-155721","Win","Taiga Iwasakiyet to ","Taiga-Iwasaki-375260","N/A","0","0:00",2020-12-19
"153","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"2","Kotaka Nakagawayet to c","Kotaka-Nakagawa-297005","Win","Yu Karinoyet to ","Yu-Karino-373057","N/A","0","0:00",2020-12-19
"154","Tribe Tokyo Fight","Tribe Tokyo FightTTF Challenge 09",88252,"1","Go Utsunomiyayet to c","Go-Utsunomiya-379254","Win","Hiroki Otaniyet to ","Hiroki-Otani-297545","N/A","0","0:00",2020-12-19
"155","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"7","Irfan Sheikh","Irfan-Sheikh-379299","Win","Akash Bhosle","Akash-Bhosle-359309","Method TKO","1","2:12",2020-12-19
"156","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"6","Ravi Saw","Ravi-Saw-376005","Win","Shubham Yadav","Shubham-Yadav-379300","Submission (Triangle Choke)Atish Bawander","2","3:52",2020-12-19
"157","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"5","Tabish Shaikh","Tabish-Shaikh-379302","Win","Santosh Thapa","Santosh-Thapa-379303","Decision (Split)Atish Bawander","3","5:00",2020-12-19
"158","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"4","Vaibhav Deore","Vaibhav-Deore-379305","Win","Kaiham Pathan","Kaiham-Pathan-379306","Decision (Unanimous)Atish Bawander","3","5:00",2020-12-19
"159","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"3","Mazhar Khan","Mazhar-Khan-379308","Win","Sakeeb Rehman","Sakeeb-Rehman-379309","KO (Ground and Pound)Atish Bawander","1","0:45",2020-12-19
"160","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"2","Avinash Pandey","Avinash-Pandey-375999","Win","Atta Ur Rehman","Atta-Ur-Rehman-379310","Submission (Ankle Lock)Atish Bawander","1","2:38",2020-12-19
"161","Palghar Fight League","Palghar Fight LeaguePFL 1",88280,"1","Mukul Kashyap","Mukul-Kashyap-376007","Win","Hedayatullah Sakhizada","Hedayatullah-Sakhizada-216163","KOAtish Bawander","1","0:35",2020-12-19
"162","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"18","Angga Hans","Angga-Hans-100295","Win","Hatoropan Simbolon","Hatoropan-Simbolon-302575","Method TKO (Elbows)","2","2:23",2020-12-19
"163","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"17","Adi Rominto Manurung","Adi-Rominto-Manurung-325521","Win","Rama Supandhi","Rama-Supandhi-315439","Decision (Unanimous)N/A","5","5:00",2020-12-19
"164","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"16","Laode Abdul Haris","Laode-Abdul-Haris-302573","Win","Nurul Fikri","Nurul-Fikri-279139","Decision (Unanimous)N/A","3","5:00",2020-12-19
"165","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"15","Brando Mamana","Brando-Mamana-282843","Win","Daniel Chandra","Daniel-Chandra-324661","Submission (Guillotine Choke)N/A","1","0:47",2020-12-19
"166","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"14","Jeka Asparido Saragih","Jeka-Asparido-Saragih-282415","Win","Agung Maulana","Agung-Maulana-279127","TKO (Punches)N/A","1","0:00",2020-12-19
"167","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"13","Jeremia Siregar","Jeremia-Siregar-279135","Win","Agus Setia Budi","Agus-Setia-Budi-283165","Submission (Rear-Naked Choke)N/A","2","0:00",2020-12-19
"168","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"12","Hafid nur Maradi","Hafid-nur-Maradi-279145","Win","Lamhot Parulian Tambunan","Lamhot-Parulian-Tambunan-283227","Submission (Guillotine Choke)N/A","1","3:30",2020-12-19
"169","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"11","Efidian Sofiana","Efidian-Sofiana-376704","Win","Gabriella Lonteng","Gabriella-Lonteng-326031","Decision (Unanimous)N/A","3","5:00",2020-12-19
"170","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"10","Ahmad Sopiyan","Ahmad-Sopiyan-285003","Win","Achmad Muhaimin","Achmad-Muhaimin-299115","KO (Left Hook)N/A","1","0:00",2020-12-19
"171","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"9","Andrian Kussubianto","Andrian-Kussubianto-323497","Win","Alpris Mantako","Alpris-Mantako-325775","Submission (Armbar)N/A","1","0:00",2020-12-19
"172","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"8","David Leonardo","David-Leonardo-376707","Win","Darmawansyah Razak","Darmawansyah-Razak-326033","TKO (Punches)N/A","3","2:04",2020-12-19
"173","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"7","Sutikno Sutikno","Sutikno-Sutikno-295775","Win","Stenly Rondonwu","Stenly-Rondonwu-340283","Submission (Rear-Naked Choke)N/A","2","1:48",2020-12-19
"174","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"6","Imam Solikhin","Imam-Solikhin-325787","Win","Tristiyan Tristiyan","Tristiyan-Tristiyan-323435","Submission (Triangle Choke)N/A","1","3:15",2020-12-19
"175","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"5","Parli Tunena","Parli-Tunena-323359","Win","Mohammad Sanjaya","Mohammad-Sanjaya-279107","TKO (Slam)N/A","1","0:00",2020-12-19
"176","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"4","Sopian Sopian","Sopian-Sopian-348927","Win","Sukma Prawira Aditya","Sukma-Prawira-Aditya-352459","KO (Right Hook)N/A","1","0:00",2020-12-19
"177","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"3","Arjuna Sianturi","Arjuna-Sianturi-283187","Win","Nanang Rifai","Nanang-Rifai-364645","Submission (Rear-Naked Choke)N/A","2","0:00",2020-12-19
"178","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"2","Andriawan Dharmita","Andriawan-Dharmita-283167","Win","Zakharia Pasaribu","Zakharia-Pasaribu-325771","Submission (Armbar)N/A","3","0:00",2020-12-19
"179","One Pride MMA","One Pride MMA Fight Night 40Rumble in the Fight",88296,"1","Muhammad Sandi Pramana","Muhammad-Sandi-Pramana-324715","Win","Rizky Pakaya","Rizky-Pakaya-323431","Submission (Rear-Naked Choke)N/A","2","2:45",2020-12-19
"180","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"6","Victor Dias","Victor-Dias-232371","Win","Romario Garcia","Romario-Garcia-225129","Method TKO (KneeInjury)","2","01:54",2020-12-19
"181","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"5","Taigro Costa","Taigro-Costa-30318","Win","Paulo Roberto Aquiles","Paulo-Roberto-Aquiles-134389","Submission (Rear-Naked Choke)Willian Viana","1","04:58",2020-12-19
"182","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"4","Altamiro de Jesus Pereira","Altamiro-de-Jesus-Pereira-204121","Win","Lucas Daniel Padilha Nunes","Lucas-Daniel-Padilha-Nunes-156057","Decision (Unanimous)Willian Viana","3","05:00",2020-12-19
"183","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"3","Cristiano Franca","Cristiano-Franca-227743","Win","Joao Victor Medalha","Joao-Victor-Medalha-248813","TKO (Doctor Stoppage)Willian Viana","2","01:23",2020-12-19
"184","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"2","Vitor  Caiado","Vitor-Caiado-379165","Win","Mauricio Boni Cogo Queiroz","Mauricio-Boni-Cogo-Queiroz-346253","Submission (Rear-Naked Choke)Cabelinho","2","00:47",2020-12-19
"185","Watch Out Combat Show","WOCS 56Watch Out Combat Show 56",88297,"1","Alexandre dos Santos Junior","Alexandre-dos-Santos-Junior-371619","Win","Wilson Claudino Dos Santos","Wilson-Claudino-Dos-Santos-344055","Decision (Unanimous)Cabelinho","3","05:00",2020-12-19
"186","Primal Combat","PC 1Primal Combat 1",88298,"5","Brandon McGhee","Brandon-McGhee-335325","Win","Jaime Vasquez","Jaime-Vasquez-285811","Method","0","0:00",2020-12-19
"187","Primal Combat","PC 1Primal Combat 1",88298,"4","Jose Arriagayet to c","Jose-Arriaga-371794","Win","Anthony Wilkersonyet to ","Anthony-Wilkerson-197739","N/A","0","0:00",2020-12-19
"188","Primal Combat","PC 1Primal Combat 1",88298,"3","Chance Gilbrideyet to c","Chance-Gilbride-277193","Win","Nicholas Saragosayet to ","Nicholas-Saragosa-364443","N/A","0","0:00",2020-12-19
"189","Primal Combat","PC 1Primal Combat 1",88298,"2","Quinn Hunteryet to c","Quinn-Hunter-366725","Win","Dalton Smithyet to ","Dalton-Smith-379427","N/A","0","0:00",2020-12-19
"190","Primal Combat","PC 1Primal Combat 1",88298,"1","Jackson Donovanyet to c","Jackson-Donovan-325651","Win","Christan Lozanoyet to ","Christan-Lozano-371797","N/A","0","0:00",2020-12-19
"191","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"8","Mark Juarez","Mark-Juarez-366767","Win","Taylor Halstead","Taylor-Halstead-375020","Method Decision (Unanimous)","3","3:00",2020-12-19
"192","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"7","Thomas Kernan","Thomas-Kernan-376033","Win","Jarvis Lewis","Jarvis-Lewis-351055","Submission (D'Arce Choke)N/A","1","0:00",2020-12-19
"193","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"6","Victor Felix","Victor-Felix-366743","Win","Shawn Madden","Shawn-Madden-366781","TKO (Ground and Pound)N/A","2","0:00",2020-12-19
"194","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"5","Shane Ace Montanez","Shane-Ace-Montanez-380332","Win","Broderick Oliver","Broderick-Oliver-380333","KO (Punch)N/A","1","0:00",2020-12-19
"195","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"4","David Sutton Jr.","David-Sutton-Jr-380330","Win","Taylor Rogers","Taylor-Rogers-380331","Decision (Unanimous)N/A","3","3:00",2020-12-19
"196","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"3","Ryan Moore","Ryan-Moore-372585","Win","Rajohn Chambers","Rajohn-Chambers-380329","Submission (Armbar)N/A","2","0:00",2020-12-19
"197","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"2","Desmond Carver","Desmond-Carver-380327","Win","Mark White","Mark-White-380328","TKO (Punches)N/A","2","0:00",2020-12-19
"198","LeLeo Code MMA","LLC 5LeLeo Code MMA 5: Winter Fight Fest",88301,"1","Tyler Stout","Tyler-Stout-380326","Win","Oliver Thomas","Oliver-Thomas-365807","Submission (Rear-Naked Choke)N/A","1","0:00",2020-12-19
"199","Xtreme Fighting Nation","XFN 31Xtreme Fighting Nation 31: Back in Action",88305,"4","Fernando Reyes","Fernando-Reyes-369891","Win","Daniel Morrison","Daniel-Morrison-321787","Method","0","0:00",2020-12-19
"200","Xtreme Fighting Nation","XFN 31Xtreme Fighting Nation 31: Back in Action",88305,"3","Dave Pierreyet to c","Dave-Pierre-369953","Win","Luis Hernandezyet to ","Luis-Hernandez-371502","N/A","0","0:00",2020-12-19
"201","Xtreme Fighting Nation","XFN 31Xtreme Fighting Nation 31: Back in Action",88305,"2","Lucas Cortesyet to c","Lucas-Cortes-357429","Win","Franklin Torresyet to ","Franklin-Torres-369959","N/A","0","0:00",2020-12-19
"202","Xtreme Fighting Nation","XFN 31Xtreme Fighting Nation 31: Back in Action",88305,"1","Gus Solisyet to c","Gus-Solis-369903","Win","Andrew Barriosyet to ","Andrew-Barrios-363839","N/A","0","0:00",2020-12-19
"203","Konfrontacja Sztuk Walki","KSW 57De Fries vs. Kita",88015,"8","Philip De Fries","Philip-De-Fries-46202","Win","Michal Kita","Michal-Kita-19984","Method TKO (Punches)","2","0:50",2020-12-19
"204","Konfrontacja Sztuk Walki","KSW 57De Fries vs. Kita",88015,"7","Marian Ziolkowski","Marian-Ziolkowski-85007","Win","Roman Szymanski","Roman-Szymanski-96279","TKO (Body Kick and Punches)Tomasz Bronder","4","4:01",2020-12-19
"205","Konfrontacja Sztuk Walki","KSW 57De Fries vs. Kita",88015,"6","Borys Mankowski","Borys-Mankowski-35714","Win","Artur Sowinski","Artur-Sowinski-24106","Decision (Unanimous)Lukasz Bosacki","3","5:00",2020-12-19
